index,id,artist,asciiName,availability,borderColor,cardKingdomFoilId,cardKingdomId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceName,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isOnlineOnly,isOversized,isPromo,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,layout,leadershipSkills,life,loyalty,manaCost,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,scryfallId,scryfallIllustrationId,scryfallOracleId,setCode,side,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
299,300,Scott M. Fischer,,"mtgo,paper",black,123402,,,,,5,,494,,,,"""Hup, two, three, four,
Dunno how to count no more.""",,2003,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,normal,,,,{5},16480,1067,,bac95ded-e0ed-55a9-881b-5787fb4d7e57,,,,Coat of Arms,316★,,,,,,"10E,7ED,8ED,9ED,DDS,DPA,EXO,H09,M10,MB1,PS11,TPR",,"{'cardKingdomFoil': 'https://mtgjson.com/links/36c8342bbeaab9a9', 'cardmarket': 'https://mtgjson.com/links/d224937502595fb4', 'tcgplayer': 'https://mtgjson.com/links/9f5a5e2802cde99a'}",rare,8e098d9e-3e1f-4421-aa41-6f0dc095eb96,96f23609-6713-429c-a02e-bf1472b321f0,5f7f133e-58ea-41ab-b1be-be4b400fac4c,10E,,,,15077,"Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. (For example, if two Goblin Warriors and a Goblin Shaman are on the battlefield, each gets +2/+2.)",,Artifact,Artifact,ffe80735-543f-53c2-9e48-ee66c78d7393,515fce14-605b-5768-b743-e8497b583d38,
300,301,Greg Staples,,"mtgo,paper",black,,123035,,,,9,,14848,,,,,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Trample,normal,,,,{9},16481,1084,,a62ac877-9bb2-51b3-80e8-5768a52d0aa4,27213,27212,135268,Colossus of Sardia,317,,"Trample (If this creature would deal enough combat damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player.)
Colossus of Sardia doesn't untap during your untap step.
{9}: Untap Colossus of Sardia. Play this ability only during your upkeep.",Artifact Creature - Golem,,9,"10E,4BB,4ED,5ED,ATQ,ME4,REN,RIN",,"{'cardKingdom': 'https://mtgjson.com/links/4dd85100f7f32ea4', 'cardmarket': 'https://mtgjson.com/links/ae59e1189497e03e', 'tcgplayer': 'https://mtgjson.com/links/30dda440ab9272a8'}",rare,fd164011-7a8e-44a2-8599-0a1c0878b5b5,6ee39e43-6353-430f-ba56-fd845e7c7b8b,9be9625e-b98b-416b-aac4-9f7b2dfbd39d,10E,,Golem,,15078,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Colossus of Sardia doesn't untap during your untap step.
{9}: Untap Colossus of Sardia. Activate only during your upkeep.",9,Artifact Creature — Golem,"Artifact,Creature",827e7d75-66de-5aee-bae3-517306eb4536,725ab389-a7a2-5869-929b-c8e1098b547d,
301,302,Greg Staples,,"mtgo,paper",black,123403,,,,,9,,14848,,,,"Buried under a thin layer of dirt, it was known for centuries as Mount Sardia.",,2003,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Trample,normal,,,,{9},16481,1084,,22cc2c35-c785-575c-b2d7-00477e7ec599,,,,Colossus of Sardia,317★,,,,,9,"10E,4BB,4ED,5ED,ATQ,ME4,REN,RIN",,"{'cardKingdomFoil': 'https://mtgjson.com/links/2abdd5fb7132de0a', 'cardmarket': 'https://mtgjson.com/links/659e81a3857a235b', 'tcgplayer': 'https://mtgjson.com/links/c10eccadb9390d53'}",rare,00a80eae-6a58-4833-80fa-2c22d531b9d1,6ee39e43-6353-430f-ba56-fd845e7c7b8b,9be9625e-b98b-416b-aac4-9f7b2dfbd39d,10E,,Golem,,15078,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Colossus of Sardia doesn't untap during your untap step.
{9}: Untap Colossus of Sardia. Activate only during your upkeep.",9,Artifact Creature — Golem,"Artifact,Creature",725ab389-a7a2-5869-929b-c8e1098b547d,827e7d75-66de-5aee-bae3-517306eb4536,
302,303,Mark Tedin,,"mtgo,paper",black,123404,123036,"B,G,R,U,W",,,6,,9278,,,,An artificer's experiment in cross-material engineering found its own purpose as an interpreter between cultures.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{6},16482,1093,,1a7fc131-31f8-51c4-8ca6-e7f7601dcfdf,27638,27637,135275,Composite Golem,318,,Sacrifice Composite Golem: Add {W}{U}{B}{R}{G} to your mana pool.,Artifact Creature - Golem,,4,"10E,5DN",,"{'cardKingdom': 'https://mtgjson.com/links/2803d6ed46c0787a', 'cardKingdomFoil': 'https://mtgjson.com/links/6dc5921c14464b5c', 'cardmarket': 'https://mtgjson.com/links/dd5aed1824a166fb', 'tcgplayer': 'https://mtgjson.com/links/28dbc95666b75d66'}",uncommon,aafd4637-737d-4913-80e3-ab4bf3428680,3e69e161-4e72-4383-acbd-5531391c3659,784970de-ef8c-4672-b5d0-24a4b0a978a3,10E,,Golem,,15080,Sacrifice Composite Golem: Add {W}{U}{B}{R}{G}.,4,Artifact Creature — Golem,"Artifact,Creature",7db42d14-4950-5478-b87c-fbbd93889801,,
303,304,Ron Spencer,,"mtgo,paper",black,123405,123037,,,,3,,289,,,,Amidst the darkest ashes grow the strongest seeds.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{3},16483,1217,,a4624c81-a1de-565b-83f7-103af6b9ebde,27628,27627,129480,Crucible of Worlds,319,,You may play land cards from your graveyard.,Artifact,,,"10E,5DN,J13,M19,MPS,PM19,PRM,PWOR",,"{'cardKingdom': 'https://mtgjson.com/links/13093e1879279da1', 'cardKingdomFoil': 'https://mtgjson.com/links/b80681c8a2644a0c', 'cardmarket': 'https://mtgjson.com/links/9881d53823bc7f27', 'tcgplayer': 'https://mtgjson.com/links/cfd7814f68375ae9'}",rare,fcc887b1-299e-49f2-94ab-7c3fb24b1432,3dba8aff-0042-4369-b1ef-93e0005cba85,33c722cf-b4bf-431f-aefd-ee96241a7fbf,10E,,,,15089,You may play lands from your graveyard.,,Artifact,Artifact,80baae17-693b-5662-aad7-071f3b031fad,,
304,305,Robert Bliss,,"mtgo,paper",black,123117,,W,,W,2,,3458,,,,"For the first time in his life, Grakk felt a little warm and fuzzy inside.",,2003,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{1}{W},16195,4060,,2cb5ecdc-161a-51ab-bcf2-c077e957bf56,,,,Pacifism,31★,,,,,,"10E,6ED,7ED,8ED,9ED,A25,ANB,ATH,BBD,BRB,DDC,DTK,DVD,EMA,IKO,JMP,M10,M11,M12,M13,M14,M20,MB1,MIR,ONS,PS11,PSAL,TMP,TPR,USG,WC04",,"{'cardKingdomFoil': 'https://mtgjson.com/links/21d2e7b469bb3b1c', 'cardmarket': 'https://mtgjson.com/links/34423e530f2a9050', 'tcgplayer': 'https://mtgjson.com/links/2c27c13f5c353fc4'}",common,84817323-785e-4f8c-b0ce-6b9e36bebaf1,258e9351-2108-4dbe-97a8-3eeb9c7b502a,5f5e0b10-c8cf-450c-bfd3-bcb0528ec330,10E,,Aura,,15240,"Enchant creature
Enchanted creature can't attack or block.",,Enchantment — Aura,Enchantment,b1e43df0-d501-5297-9cb4-c84d2a76945d,26fc6830-a092-5e24-9b58-97f4c38f3e7c,
305,306,Alan Pollack,,"mtgo,paper",black,123406,123038,,,,2,,4107,,,,Its curve mimics the twists of life and death.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2},16484,1437,,badd0cd9-52ce-5c07-b404-160f6f5b0de0,27612,27611,129523,Demon's Horn,320,,"Whenever a player plays a black spell, you may gain 1 life.",Artifact,,,"10E,9ED,DDC,DPA,DST,DVD,M10,M11,M12,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/9da3c339404f7924', 'cardKingdomFoil': 'https://mtgjson.com/links/fb63735458d7737d', 'cardmarket': 'https://mtgjson.com/links/533e83455fe0debb', 'tcgplayer': 'https://mtgjson.com/links/58957dd923868242'}",uncommon,edba12b8-1418-4122-8e8a-ebbdb654e801,2f405558-101e-4d1f-a13a-3e4516572665,ee38377f-8d3a-402e-a5d7-a01cfe3a5322,10E,,,,15096,"Whenever a player casts a black spell, you may gain 1 life.",,Artifact,Artifact,bbea1480-68f2-51fb-8ac9-e7c7485f39fc,,
306,307,Mark Tedin,,"mtgo,paper",black,123407,123039,,,,2,,2582,,,,The cube's surface is pockmarked with jagged runes that seem to shift when unobserved.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2},16485,1560,,7a0ff338-8b06-5bd1-9ead-7eae12664cd2,27630,27629,135243,Doubling Cube,321,,"{3}, {T}: Double the amount of each type of mana in your mana pool.",Artifact,,,"10E,5DN",,"{'cardKingdom': 'https://mtgjson.com/links/45fad8680beb4b91', 'cardKingdomFoil': 'https://mtgjson.com/links/3a5a7a117af9a5c7', 'cardmarket': 'https://mtgjson.com/links/83099027c495c6d9', 'tcgplayer': 'https://mtgjson.com/links/943fc941269eaf0a'}",rare,3d946df5-f206-4241-bb55-97db67dc793c,083d6fbc-e2e7-4e0c-9239-1175fad432fe,9afd8f12-0796-4500-aaa3-10b4a46ef6ec,10E,,,,15103,"{3}, {T}: Double the amount of each type of unspent mana you have.",,Artifact,Artifact,49383392-e722-56a9-afd0-c531ecb05310,,
307,308,Alan Pollack,,"mtgo,paper",black,123408,123040,,,,2,,9406,,,,"Though no longer attached to the hand, it still holds its adversary in its grasp.",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2},16486,1582,,12ce19aa-cb82-5e0b-9fbb-15a7ef3ab13d,27614,27613,129527,Dragon's Claw,322,,"Whenever a player plays a red spell, you may gain 1 life.",Artifact,,,"10E,9ED,DDG,DPA,DST,M10,M11,M12,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/bd1fc114c32973b2', 'cardKingdomFoil': 'https://mtgjson.com/links/679b116c99dcaf6e', 'cardmarket': 'https://mtgjson.com/links/e2fdbe29cddaf3e4', 'tcgplayer': 'https://mtgjson.com/links/c52c3d5ef8d0d9ae'}",uncommon,e963237e-cb33-4833-a725-4196cfdd87ef,c9b19e87-1db2-4f16-afc6-9fade70f6316,bd8d707d-1201-42c6-bce6-fbda12ce5ea8,10E,,,,15105,"Whenever a player casts a red spell, you may gain 1 life.",,Artifact,Artifact,3a76f884-3f71-5dbd-8ac8-6bb24e72704d,,
308,309,Dan Scott,,"mtgo,paper",black,123409,123041,,,,0,,8272,,,,Some say the fountain's waters are the first rains that fell over Dominaria.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{0},16487,2201,,5868d73e-5284-5741-96e7-765bc769345d,27067,27066,135273,Fountain of Youth,323,,"{2}, {T}: You gain 1 life.",Artifact,,,"10E,5ED,6ED,CHR,DRK,PTC",,"{'cardKingdom': 'https://mtgjson.com/links/4bbeef28ee159575', 'cardKingdomFoil': 'https://mtgjson.com/links/c8c33b2b0e1f618d', 'cardmarket': 'https://mtgjson.com/links/a5f4c562bb3dc18c', 'tcgplayer': 'https://mtgjson.com/links/710de521b1770736'}",uncommon,8515a993-0f9d-4ac8-8452-889f23d9d9a9,45d582f4-28c7-450a-b971-68f8df74bae8,b906923c-9997-4da5-a05e-53eb4d2dff32,10E,,,,15135,"{2}, {T}: You gain 1 life.",,Artifact,Artifact,01e48603-fbf2-5178-92d2-3d6c9944f4b5,,
309,310,Ralph Horsley,,"mtgo,paper",black,123411,123043,,,,2,,745,,,,Legend has it that the mine howls out the last words of those who died inside.,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2},16489,2747,,0b8d17a5-eafd-532f-b2b7-655659a21ae9,27063,27062,129598,Howling Mine,325,,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws a card.",Artifact,,,"10E,2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,9ED,C16,CED,CEI,CMD,FBB,LEA,LEB,M10,PS11,PTC,SLD,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/dc34e6d6aab122a7', 'cardKingdomFoil': 'https://mtgjson.com/links/6c0862cd900bf7cb', 'cardmarket': 'https://mtgjson.com/links/2e854074392ad4b6', 'tcgplayer': 'https://mtgjson.com/links/d9557f9913be1486'}",rare,afe62264-058d-4337-a793-a66eb42551f7,bba35359-ecd7-4ed3-a061-ad06176c5eba,d26b27db-a567-4631-b4b6-7294222fbdd1,10E,,,,15167,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws an additional card.",,Artifact,Artifact,03b06cf7-aa45-504c-b4af-ceefce384f25,,
310,311,Matt Cavotta,,"mtgo,paper",black,123412,123044,,,,4,,6466,,,,"In fire there is the spark of chaos and destruction, the seed of life. In ice there is perfect tranquility, perfect order, and the silence of death.",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{4},16490,2806,,37c351d3-0f49-5730-b4fe-109f20cc8bd5,27696,27695,129601,Icy Manipulator,326,,"{1}, {T}: Tap target artifact, creature, or land.",Artifact,,,"10E,2ED,9ED,CED,CEI,DDH,DKM,DOM,F05,ICE,LEA,LEB,MB1,ME4,MRD,PRM,PTC",,"{'cardKingdom': 'https://mtgjson.com/links/32af5b467e46e4c8', 'cardKingdomFoil': 'https://mtgjson.com/links/9094f1aa26e12981', 'cardmarket': 'https://mtgjson.com/links/4add2c633019ce89', 'tcgplayer': 'https://mtgjson.com/links/493e53641cf57b78'}",uncommon,3c67344c-2066-4e19-88a2-52b272d7d216,c2edce68-7477-41bc-9482-485c67723a51,3608f1f7-8dc5-4dd1-ae91-c830e1de9529,10E,,,,15173,"{1}, {T}: Tap target artifact, creature, or land.",,Artifact,Artifact,eef8487a-450f-5e19-b9f1-2886839d02ec,,
311,312,Donato Giancola,,"mtgo,paper",black,123413,123045,,,,4,,10621,,,,,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{4},16491,2956,,75bc6c59-fbd6-53a2-bb07-7cacdea45215,27403,27402,106478,Jayemdae Tome,327,,"{4}, {T}: Draw a card.",Artifact,,,"10E,2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,CED,CEI,FBB,ITP,LEA,LEB,M13,ORI,PS11,PTC,RQS,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/f8175f5fc85f43d3', 'cardKingdomFoil': 'https://mtgjson.com/links/4da0bd154861ed82', 'cardmarket': 'https://mtgjson.com/links/4446e4632eada1b2', 'tcgplayer': 'https://mtgjson.com/links/56c98f4dc632f260'}",rare,a8f4736f-e19e-4e7b-9846-4d0806e46ce9,118cce14-600e-4e38-8088-2d3ece07f41c,39ee576a-0803-4063-9c84-f2b537e4d44c,10E,,,,15179,"{4}, {T}: Draw a card.",,Artifact,Artifact,2443b453-cb6e-5981-b7ff-3bb6ecb06c3e,,
312,313,Arnie Swekel,,"mtgo,paper",black,123414,123046,,,,4,,13770,,,,"Built with neither a way to steer nor a way to stop, the juggernauts were simply aimed at an enemy's best defenses and told to charge.",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{4},16492,2990,,3bc0ac36-955c-5df7-bc8b-6004bc2566a5,27585,27584,135240,Juggernaut,328,,"Juggernaut attacks each turn if able.
Juggernaut can't be blocked by Walls.",Artifact Creature - Juggernaut,,5,"10E,2ED,3ED,ARC,BBD,CED,CEI,DDF,DOM,DST,EMA,F05,FBB,JMP,LEA,LEB,M11,M15,MB1,ME4,PRM,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/b824e2fadd40ba77', 'cardKingdomFoil': 'https://mtgjson.com/links/2f6291b9d8ecbabd', 'cardmarket': 'https://mtgjson.com/links/b1bb0adb2c20dd7a', 'tcgplayer': 'https://mtgjson.com/links/03ee4e5d000c8600'}",uncommon,197ac76c-34c0-4d3b-868b-aa395edb221e,623503ff-f36f-49af-91bb-7afacda389c8,4ac9116f-36bc-4d71-b696-d6ee064e1d58,10E,,Juggernaut,,15181,"Juggernaut attacks each combat if able.
Juggernaut can't be blocked by Walls.",3,Artifact Creature — Juggernaut,"Artifact,Creature",c397d44d-ce30-511a-af0a-3c6a7f977df1,,
313,314,Alan Pollack,,"mtgo,paper",black,123415,123047,,,,2,,10773,,,,"Bright as a mirror, dark as the sea.",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2},16493,3126,,95bed974-7b35-58e5-9b51-67299ccc51ce,27610,27609,129619,Kraken's Eye,329,,"Whenever a player plays a blue spell, you may gain 1 life.",Artifact,,,"10E,9ED,DPA,DST,M10,M11,M12,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/f40da2a8c95a9718', 'cardKingdomFoil': 'https://mtgjson.com/links/35e74e944693fe46', 'cardmarket': 'https://mtgjson.com/links/d9adc4839cefca50', 'tcgplayer': 'https://mtgjson.com/links/133f138bfcd70512'}",uncommon,a56df2ec-a0e3-4b45-bb44-a8ea8c03eac3,822da04a-d177-4bbb-92e7-4f8efc7de9df,14a21d8a-2097-4150-8af5-8c155049477a,10E,,,,15187,"Whenever a player casts a blue spell, you may gain 1 life.",,Artifact,Artifact,8dfa8b47-af66-51df-9472-16c2bc4cf8f5,,
314,315,Dave Kendall,,"mtgo,paper",black,123118,,W,,W,3,,11211,,,,"""I do not consider myself a hero. I know only what the Vec teach: justice must always be served and corruption must always be opposed.""",,2003,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"First strike,Protection",normal,,,,{1}{W}{W},16196,4065,,4e4f18e0-0841-5cd9-b651-b96d2eef403e,,,,Paladin en-Vec,32★,,,,,2,"10E,9ED,EXO,TPR,WC98",,"{'cardKingdomFoil': 'https://mtgjson.com/links/a60ae7a6b13f712c', 'cardmarket': 'https://mtgjson.com/links/919cb85a0e0ff1b2', 'tcgplayer': 'https://mtgjson.com/links/f3487a906df8b90f'}",rare,6b1db895-5e14-48c7-b464-4e36be432579,33556e14-16af-44f1-ae7d-39adb84556b0,fd8722e1-9c41-4037-ab7e-47e2aa9858a0,10E,,"Human,Knight",,15241,"First strike, protection from black and from red (This creature deals combat damage before creatures without first strike. It can't be blocked, targeted, dealt damage, or enchanted by anything black or red.)",2,Creature — Human Knight,Creature,08a671f0-ea90-531e-bbeb-c00793a57672,214dbfe9-0f16-5b6b-be30-8771192a89ec,
315,316,Kev Walker,,"mtgo,paper",black,123184,122816,U,,U,3,,7471,,,,"""That's the funny thing about free will. You don't feel any different without it.""
—Ambassador Laquatus",,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{U},16262,4391,,e65ea9c6-a2c4-587e-b709-e0ff2cccc18d,27007,27006,129685,Puppeteer,98,,"{U}, {T}: You may tap or untap target creature.",Creature - Human Wizard,,1,"10E,8ED,9ED,ODY,PSAL",,"{'cardKingdom': 'https://mtgjson.com/links/e3b4499d744ee040', 'cardKingdomFoil': 'https://mtgjson.com/links/a0ce9c8f266dca7c', 'cardmarket': 'https://mtgjson.com/links/0e401d2b90ca78aa', 'tcgplayer': 'https://mtgjson.com/links/b48d0275b5255e90'}",uncommon,b0814958-2fec-443e-b27e-cd2416ccbf95,638b5733-0cbf-4b73-aa33-e59cc25bfc00,b6597ae6-ae32-4409-8ba9-1015b6ffe2d2,10E,,"Human,Wizard",,15261,"{U}, {T}: You may tap or untap target creature.",2,Creature — Human Wizard,Creature,c7f34f83-c800-5987-8520-5ae1705871d9,,
316,317,Terese Nielsen,,"mtgo,paper",black,123416,123048,"B,G,R,U,W",,,7,,6323,,,,,,2003,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{7},16494,3237,,05ac5da3-6f69-50ac-aeab-9d40680c2635,27253,27252,135242,Legacy Weapon,330,,"{W}{U}{B}{R}{G}: Remove target permanent from the game.
If Legacy Weapon would be put into a graveyard from anywhere, reveal Legacy Weapon and shuffle it into its owner's library instead.",Legendary Artifact,,,"10E,APC",,"{'cardKingdom': 'https://mtgjson.com/links/c57882eddeb93bf2', 'cardKingdomFoil': 'https://mtgjson.com/links/c4f67ce90908721f', 'cardmarket': 'https://mtgjson.com/links/3b467c7e2bc63d78', 'tcgplayer': 'https://mtgjson.com/links/d50092ce866ad38e'}",rare,ae2ef7bf-6e5b-40a0-8b25-478323b64bdc,5365d76a-e969-425c-83ca-ff3b850cae2c,aa1a248d-2f76-4f15-b065-08f299af07b9,10E,,,Legendary,15190,"{W}{U}{B}{R}{G}: Exile target permanent.
If Legacy Weapon would be put into a graveyard from anywhere, reveal Legacy Weapon and shuffle it into its owner's library instead.",,Legendary Artifact,Artifact,4afd939d-f7b3-5807-bcc9-c2d7d4ac3ff9,,
317,318,Doug Chaffee,,"mtgo,paper",black,,123049,,,,1,,9311,,,,,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Equip,normal,,,,{1},16495,3247,,7cf183b1-c109-5e30-ae85-1f0fd939bccc,27573,27572,135277,Leonin Scimitar,331,,"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Artifact - Equipment,,,"10E,MRD,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/e01f075f064f0a47', 'cardmarket': 'https://mtgjson.com/links/9b8dc3b2d31ff906', 'tcgplayer': 'https://mtgjson.com/links/d822c8d837bbc1df'}",uncommon,a8cceb7b-7166-491f-b471-8e0bc42f611e,8545f9b0-cb29-458f-9741-cd213c977348,cde26d69-f3e7-4dd0-a53b-cd0ec812d717,10E,,Equipment,,15191,"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment,Artifact,178922c9-620a-5eaa-8391-8216ec579232,16b6100b-950e-567e-a815-603b78f526e0,
318,319,Doug Chaffee,,"mtgo,paper",black,123417,,,,,1,,9311,,,,"""Every scratch tells a story, and every notch has a name. Four generations have held this blade. You shall not disappoint them.""
—Initiation of Laena, skyhunter",,2003,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Equip,normal,,,,{1},16495,3247,,ef69b3a0-749f-59a0-8ea2-e1f79c96b92c,,,,Leonin Scimitar,331★,,,,,,"10E,MRD,PS11",,"{'cardKingdomFoil': 'https://mtgjson.com/links/e4028075db3b7b4c', 'cardmarket': 'https://mtgjson.com/links/5a23755bb6042f70', 'tcgplayer': 'https://mtgjson.com/links/b9416388d63542e8'}",uncommon,e786d55b-42e5-431d-aa27-d68c2a2ebcea,8545f9b0-cb29-458f-9741-cd213c977348,cde26d69-f3e7-4dd0-a53b-cd0ec812d717,10E,,Equipment,,15191,"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment,Artifact,16b6100b-950e-567e-a815-603b78f526e0,178922c9-620a-5eaa-8391-8216ec579232,
319,320,Jeremy Jarvis,,"mtgo,paper",black,,123050,,,,3,,456,,,,,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Equip,normal,,,,{3},16496,3376,,6611b135-497d-5dda-8f32-bd0cc3524d8f,27597,27596,129630,Loxodon Warhammer,332,,"Equipped creature gets +3/+0 and has lifelink and trample. (When it deals damage, you gain that much life. If it would deal enough combat damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player.)
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",Artifact - Equipment,,,"10E,9ED,C14,C15,C16,C17,C21,CM2,CMR,DDG,DPA,HOP,MB1,MRD,PS11",,"{'cardKingdom': 'https://mtgjson.com/links/65ebc28c6f02fa1c', 'cardmarket': 'https://mtgjson.com/links/dae488b02eaf7891', 'tcgplayer': 'https://mtgjson.com/links/45ba708f74b8e2c7'}",rare,f5f3f215-389b-4d86-8393-65e5af4ab981,2f48fb3d-ea2f-4c4d-aa7d-b457a9afb8c2,dba35ac5-7ad3-488a-a006-6b9a1d54eea5,10E,,Equipment,,15200,"Equipped creature gets +3/+0 and has trample and lifelink.
Equip {3}",,Artifact — Equipment,Artifact,8c265b98-5ca4-529e-a238-72d5de968dc4,39afdeca-0f97-5d0a-ac7f-af0ae4d75b76,
320,321,Jeremy Jarvis,,"mtgo,paper",black,123418,,,,,3,,456,,,,,,2003,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Equip,normal,,,,{3},16496,3376,,92e328a1-cfde-527a-a862-39b95ecf9cc6,,,,Loxodon Warhammer,332★,,,,,,"10E,9ED,C14,C15,C16,C17,C21,CM2,CMR,DDG,DPA,HOP,MB1,MRD,PS11",,"{'cardKingdomFoil': 'https://mtgjson.com/links/34c88bbe141855b7', 'cardmarket': 'https://mtgjson.com/links/c285df293f94fdb9', 'tcgplayer': 'https://mtgjson.com/links/69072ec7d8f1f42a'}",rare,fd8820a0-b07c-4595-b391-28b47cf48d9d,2f48fb3d-ea2f-4c4d-aa7d-b457a9afb8c2,dba35ac5-7ad3-488a-a006-6b9a1d54eea5,10E,,Equipment,,15200,"Equipped creature gets +3/+0 and has trample and lifelink.
Equip {3}",,Artifact — Equipment,Artifact,39afdeca-0f97-5d0a-ac7f-af0ae4d75b76,8c265b98-5ca4-529e-a238-72d5de968dc4,
321,322,John Zeleznik,,"mtgo,paper",black,,123051,,,,5,,19749,,,,,,2003,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{5},16497,3472,,e0efb15c-f1a5-5664-b9f0-e03db18e792b,27311,27310,136289,Mantis Engine,333,,"{2}: Mantis Engine gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.)
{2}: Mantis Engine gains first strike until end of turn. (It deals combat damage before creatures without first strike.)",Artifact Creature - Insect,,3,"10E,UDS",,"{'cardKingdom': 'https://mtgjson.com/links/877f959db2d557bc', 'cardmarket': 'https://mtgjson.com/links/320fa8a92e452fe1', 'tcgplayer': 'https://mtgjson.com/links/5cbbe55bf0e3f8e1'}",uncommon,86111211-b3d9-42eb-bab7-ee2cf9acda5d,580376fb-3d29-413c-84a4-cd820fc1dd17,57bea272-5b38-444e-acc2-6104af2ece22,10E,,Insect,,15207,"{2}: Mantis Engine gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.)
{2}: Mantis Engine gains first strike until end of turn. (It deals combat damage before creatures without first strike.)",3,Artifact Creature — Insect,"Artifact,Creature",ea9feb69-1c09-5d99-a920-54760fd7fd0a,bc899285-8adc-5280-92fd-dcf278c76da3,
